id,employee_name,salary_rice_kg,allowance_value_idr
10320,Hadi Santoso,20,300000
10321,Mega Setiawan,10,150000
10322,Mega Setiawan,25,375000
10323,Andi Rahma,25,375000
10324,Dewi Utami,10,150000
10325,Ahmad Dani,20,300000
10326,Eko Utami,10,150000
10327,Hadi Kusuma,10,150000
10328,Dewi Utami,10,150000
10329,Siti Wijaya,15,225000
10330,Eko Santoso,20,300000
10331,Hadi Utami,30,450000
10332,Dewi Dani,10,150000
10333,Dewi Setiawan,15,225000
10334,Ahmad Dani,20,300000
10335,Ahmad Santoso,10,150000
10336,Sri Setiawan,30,450000
10337,Hadi Lestari,15,225000
10338,Dewi Rahma,10,150000
10339,Dewi Santoso,10,150000
10340,Dewi Utami,30,450000
10341,Dewi Wijaya,10,150000
10342,Hadi Rahma,30,450000
10343,Mega Lestari,30,450000
10344,Hadi Rahma,10,150000
10345,Sri Kusuma,10,150000
10346,Hadi Wijaya,25,375000
10347,Hadi Setiawan,10,150000
10348,Mega Setiawan,20,300000
10349,Mega Wijaya,20,300000
10350,Budi Prasetyo,30,450000
10351,Eko Wijaya,25,375000
10352,Mega Wijaya,10,150000
10353,Andi Mulyani,30,450000
10354,Hadi Rahma,25,375000
10355,Hadi Setiawan,25,375000
10356,Siti Rahma,30,450000
10357,Andi Kusuma,25,375000
10358,Ahmad Wijaya,25,375000
10359,Sri Rahma,20,300000
10360,Mega Lestari,10,150000
10361,Ahmad Prasetyo,15,225000
10362,Hadi Utami,15,225000
10363,Rini Rahma,25,375000
10364,Eko Rahma,15,225000
10365,Andi Dani,20,300000
10366,Budi Santoso,10,150000
10367,Mega Dani,30,450000
10368,Andi Wijaya,15,225000
10369,Siti Dani,20,300000
10370,Ahmad Prasetyo,10,150000
10371,Dewi Utami,25,375000
10372,Mega Wijaya,30,450000
10373,Ahmad Santoso,15,225000
10374,Andi Setiawan,20,300000
10375,Andi Rahma,20,300000
10376,Sri Prasetyo,30,450000
10377,Rini Dani,25,375000
10378,Rini Rahma,30,450000
10379,Ahmad Lestari,20,300000
10380,Rini Mulyani,25,375000
10381,Siti Lestari,10,150000
10382,Sri Mulyani,10,150000
10383,Siti Rahma,30,450000
10384,Dewi Wijaya,20,300000
10385,Andi Utami,10,150000
10386,Rini Santoso,25,375000
10387,Siti Utami,25,375000
10388,Mega Utami,20,300000
10389,Hadi Dani,15,225000
10390,Eko Rahma,15,225000
10391,Budi Setiawan,25,375000
10392,Siti Prasetyo,30,450000
10393,Siti Kusuma,10,150000
10394,Mega Prasetyo,25,375000
10395,Dewi Setiawan,25,375000
10396,Mega Lestari,10,150000
10397,Andi Kusuma,30,450000
10398,Budi Kusuma,30,450000
10399,Hadi Setiawan,10,150000
10400,Eko Setiawan,30,450000
10401,Rini Utami,25,375000
10402,Rini Prasetyo,20,300000
10403,Budi Utami,10,150000
10404,Eko Utami,20,300000
10405,Budi Dani,10,150000
10406,Sri Mulyani,25,375000
10407,Ahmad Lestari,30,450000
10408,Eko Lestari,10,150000
10409,Siti Santoso,30,450000
10410,Eko Wijaya,20,300000
10411,Rini Wijaya,20,300000
10412,Rini Lestari,20,300000
10413,Budi Setiawan,15,225000
10414,Ahmad Prasetyo,10,150000
10415,Rini Wijaya,10,150000
10416,Eko Utami,20,300000
10417,Mega Kusuma,25,375000
10418,Andi Setiawan,30,450000
10419,Hadi Wijaya,20,300000
10420,Ahmad Setiawan,10,150000
10421,Andi Kusuma,15,225000
10422,Mega Rahma,30,450000
10423,Andi Prasetyo,15,225000
10424,Siti Utami,20,300000
10425,Eko Prasetyo,25,375000
10426,Dewi Rahma,30,450000
10427,Dewi Santoso,20,300000
10428,Dewi Prasetyo,30,450000
10429,Andi Wijaya,25,375000
10430,Sri Santoso,30,450000
10431,Rini Lestari,20,300000
10432,Sri Setiawan,15,225000
10433,Andi Santoso,15,225000
10434,Budi Lestari,30,450000
10435,Mega Prasetyo,30,450000
10436,Mega Utami,30,450000
10437,Rini Mulyani,20,300000
10438,Ahmad Prasetyo,25,375000
10439,Rini Santoso,15,225000
10440,Eko Utami,30,450000
10441,Ahmad Rahma,25,375000
10442,Rini Dani,20,300000
10443,Dewi Santoso,30,450000
10444,Dewi Mulyani,10,150000
10445,Hadi Wijaya,15,225000
10446,Rini Prasetyo,20,300000
10447,Sri Wijaya,20,300000
10448,Dewi Kusuma,10,150000
10449,Rini Setiawan,15,225000
10450,Andi Santoso,10,150000
10451,Budi Lestari,20,300000
10452,Sri Wijaya,20,300000
10453,Mega Setiawan,15,225000
10454,Dewi Utami,20,300000
10455,Mega Lestari,10,150000
10456,Sri Dani,15,225000
10457,Mega Wijaya,20,300000
10458,Budi Lestari,30,450000
10459,Rini Setiawan,20,300000
10460,Siti Prasetyo,25,375000
10461,Siti Lestari,15,225000
10462,Eko Kusuma,20,300000
10463,Andi Wijaya,15,225000
10464,Mega Utami,15,225000
10465,Budi Lestari,15,225000
10466,Eko Lestari,15,225000
10467,Siti Santoso,20,300000
10468,Budi Kusuma,30,450000
10469,Ahmad Prasetyo,25,375000
10470,Hadi Rahma,25,375000
10471,Andi Lestari,20,300000
10472,Mega Mulyani,25,375000
10473,Hadi Dani,10,150000
10474,Ahmad Setiawan,10,150000
10475,Eko Utami,30,450000
10476,Sri Rahma,30,450000
10477,Siti Utami,30,450000
10478,Andi Utami,30,450000
10479,Andi Rahma,10,150000
10480,Budi Prasetyo,30,450000
10481,Mega Mulyani,10,150000
10482,Eko Santoso,20,300000
10483,Ahmad Wijaya,30,450000
10484,Andi Utami,15,225000
10485,Budi Wijaya,25,375000
10486,Eko Kusuma,30,450000
10487,Siti Lestari,30,450000
10488,Siti Dani,15,225000
10489,Siti Santoso,25,375000
10490,Mega Rahma,30,450000
10491,Andi Dani,30,450000
10492,Eko Santoso,30,450000
10493,Mega Kusuma,25,375000
10494,Siti Lestari,20,300000
10495,Sri Kusuma,30,450000
10496,Andi Santoso,10,150000
10497,Siti Wijaya,15,225000
10498,Siti Mulyani,15,225000
10499,Hadi Wijaya,15,225000
10500,Ahmad Santoso,15,225000
10501,Eko Utami,25,375000
10502,Rini Wijaya,25,375000
10503,Rini Rahma,10,150000
10504,Hadi Rahma,30,450000
10505,Sri Dani,25,375000
10506,Ahmad Wijaya,25,375000
10507,Rini Kusuma,10,150000
10508,Budi Prasetyo,20,300000
10509,Rini Dani,10,150000
10510,Mega Lestari,25,375000
10511,Ahmad Kusuma,20,300000
10512,Budi Dani,20,300000
10513,Andi Kusuma,20,300000
10514,Eko Lestari,15,225000
10515,Rini Lestari,30,450000
10516,Budi Wijaya,25,375000
10517,Budi Utami,20,300000
10518,Sri Utami,25,375000
10519,Eko Santoso,20,300000
10520,Dewi Dani,30,450000
10521,Ahmad Utami,20,300000
10522,Mega Wijaya,30,450000
10523,Dewi Rahma,30,450000
10524,Budi Prasetyo,30,450000
10525,Mega Lestari,20,300000
10526,Budi Kusuma,20,300000
10527,Hadi Lestari,25,375000
10528,Andi Wijaya,30,450000
10529,Budi Kusuma,15,225000
10530,Mega Setiawan,10,150000
10531,Eko Setiawan,15,225000
10532,Budi Prasetyo,20,300000
10533,Ahmad Prasetyo,20,300000
10534,Ahmad Prasetyo,15,225000
10535,Budi Rahma,25,375000
10536,Rini Setiawan,10,150000
10537,Mega Wijaya,15,225000
10538,Ahmad Dani,25,375000
10539,Sri Kusuma,25,375000
10540,Dewi Setiawan,10,150000
10541,Dewi Santoso,20,300000
10542,Ahmad Utami,10,150000
10543,Siti Dani,25,375000
10544,Rini Lestari,20,300000
10545,Siti Lestari,25,375000
10546,Mega Utami,20,300000
10547,Rini Kusuma,10,150000
10548,Siti Kusuma,10,150000
10549,Mega Santoso,20,300000
10550,Ahmad Lestari,15,225000
10551,Sri Dani,10,150000
10552,Rini Utami,25,375000
10553,Dewi Rahma,25,375000
10554,Ahmad Setiawan,30,450000
10555,Mega Wijaya,15,225000
10556,Mega Utami,20,300000
10557,Rini Mulyani,20,300000
10558,Siti Lestari,25,375000
10559,Dewi Santoso,15,225000
10560,Rini Utami,10,150000
10561,Dewi Wijaya,10,150000
10562,Andi Lestari,30,450000
10563,Andi Dani,10,150000
10564,Mega Wijaya,25,375000
10565,Ahmad Setiawan,25,375000
10566,Dewi Lestari,25,375000
10567,Sri Mulyani,15,225000
10568,Eko Setiawan,30,450000
10569,Dewi Santoso,10,150000
10570,Ahmad Setiawan,20,300000
10571,Andi Santoso,30,450000
10572,Rini Lestari,30,450000
10573,Sri Mulyani,10,150000
10574,Dewi Mulyani,10,150000
10575,Dewi Santoso,20,300000
10576,Dewi Dani,15,225000
10577,Hadi Rahma,20,300000
10578,Rini Dani,15,225000
10579,Andi Wijaya,10,150000
10580,Sri Dani,30,450000
10581,Rini Kusuma,20,300000
10582,Hadi Mulyani,20,300000
10583,Eko Setiawan,20,300000
10584,Sri Santoso,25,375000
10585,Sri Dani,20,300000
10586,Mega Kusuma,20,300000
10587,Ahmad Prasetyo,15,225000
10588,Hadi Santoso,25,375000
10589,Mega Kusuma,15,225000
10590,Dewi Lestari,15,225000
10591,Budi Dani,10,150000
10592,Siti Mulyani,10,150000
10593,Budi Setiawan,30,450000
10594,Budi Setiawan,15,225000
10595,Siti Santoso,25,375000
10596,Ahmad Mulyani,30,450000
10597,Mega Utami,15,225000
10598,Hadi Lestari,10,150000
10599,Dewi Lestari,25,375000
10600,Budi Lestari,15,225000
10601,Mega Lestari,15,225000
10602,Ahmad Santoso,15,225000
10603,Rini Utami,30,450000
10604,Rini Wijaya,20,300000
10605,Mega Santoso,20,300000
10606,Budi Prasetyo,20,300000
10607,Sri Rahma,10,150000
10608,Dewi Santoso,15,225000
10609,Mega Santoso,25,375000
10610,Mega Santoso,20,300000
10611,Siti Dani,15,225000
10612,Rini Rahma,10,150000
10613,Mega Utami,30,450000
10614,Dewi Santoso,25,375000
10615,Rini Mulyani,20,300000
10616,Sri Utami,20,300000
10617,Budi Utami,20,300000
10618,Budi Dani,25,375000
10619,Siti Kusuma,15,225000
10620,Sri Prasetyo,25,375000
10621,Ahmad Kusuma,15,225000
10622,Eko Rahma,20,300000
10623,Mega Rahma,30,450000
10624,Mega Kusuma,30,450000
10625,Mega Wijaya,20,300000
10626,Sri Lestari,10,150000
10627,Sri Santoso,15,225000
10628,Mega Lestari,20,300000
10629,Hadi Mulyani,30,450000
10630,Andi Kusuma,25,375000
10631,Hadi Lestari,30,450000
10632,Eko Rahma,25,375000
10633,Ahmad Santoso,10,150000
10634,Ahmad Lestari,25,375000
10635,Andi Dani,20,300000
10636,Ahmad Wijaya,30,450000
10637,Andi Lestari,25,375000
10638,Sri Prasetyo,15,225000
10639,Mega Dani,20,300000
10640,Dewi Setiawan,25,375000
10641,Mega Kusuma,15,225000
10642,Ahmad Wijaya,30,450000
10643,Ahmad Wijaya,15,225000
10644,Ahmad Utami,15,225000
10645,Mega Santoso,20,300000
10646,Rini Mulyani,25,375000
10647,Budi Rahma,25,375000
10648,Dewi Utami,25,375000
10649,Sri Kusuma,25,375000
10650,Mega Wijaya,10,150000
10651,Mega Mulyani,10,150000
10652,Siti Prasetyo,10,150000
10653,Budi Kusuma,10,150000
10654,Sri Dani,30,450000
10655,Mega Prasetyo,25,375000
10656,Budi Prasetyo,30,450000
10657,Mega Utami,15,225000
10658,Hadi Lestari,15,225000
10659,Hadi Santoso,10,150000
10660,Siti Prasetyo,15,225000
10661,Ahmad Santoso,20,300000
10662,Andi Kusuma,10,150000
10663,Sri Prasetyo,15,225000
10664,Eko Mulyani,15,225000
10665,Andi Santoso,15,225000
10666,Eko Rahma,25,375000
10667,Dewi Rahma,20,300000
10668,Mega Kusuma,15,225000
10669,Eko Santoso,30,450000
10670,Ahmad Dani,15,225000
10671,Sri Mulyani,25,375000
10672,Rini Wijaya,10,150000
10673,Sri Kusuma,10,150000
10674,Budi Mulyani,20,300000
10675,Budi Santoso,15,225000
10676,Sri Santoso,25,375000
10677,Rini Kusuma,10,150000
10678,Eko Dani,25,375000
10679,Dewi Dani,20,300000
10680,Siti Wijaya,10,150000
10681,Ahmad Setiawan,15,225000
10682,Hadi Dani,25,375000
10683,Hadi Rahma,25,375000
10684,Hadi Prasetyo,20,300000
10685,Budi Lestari,15,225000
10686,Rini Dani,30,450000
10687,Siti Rahma,25,375000
10688,Andi Utami,15,225000
10689,Hadi Kusuma,15,225000
10690,Andi Santoso,30,450000
10691,Ahmad Dani,10,150000
10692,Hadi Utami,30,450000
10693,Ahmad Lestari,20,300000
10694,Sri Kusuma,15,225000
10695,Rini Mulyani,25,375000
10696,Ahmad Kusuma,30,450000
10697,Andi Setiawan,30,450000
10698,Budi Utami,25,375000
10699,Siti Utami,25,375000
10700,Eko Setiawan,25,375000
10701,Rini Lestari,10,150000
10702,Ahmad Rahma,15,225000
10703,Siti Utami,30,450000
10704,Andi Utami,15,225000
10705,Mega Rahma,25,375000
10706,Rini Utami,30,450000
10707,Ahmad Lestari,15,225000
10708,Mega Lestari,10,150000
10709,Andi Dani,10,150000
10710,Rini Kusuma,20,300000
10711,Sri Prasetyo,10,150000
10712,Budi Utami,30,450000
10713,Ahmad Santoso,10,150000
10714,Dewi Wijaya,25,375000
10715,Eko Santoso,15,225000
10716,Ahmad Lestari,10,150000
10717,Sri Lestari,25,375000
10718,Rini Rahma,10,150000
10719,Eko Santoso,20,300000
10720,Siti Dani,30,450000
10721,Ahmad Santoso,15,225000
10722,Ahmad Utami,30,450000
10723,Dewi Lestari,30,450000
10724,Budi Dani,25,375000
10725,Hadi Utami,20,300000
10726,Rini Rahma,25,375000
10727,Andi Utami,10,150000
10728,Eko Prasetyo,20,300000
10729,Ahmad Kusuma,20,300000
10730,Ahmad Wijaya,30,450000
10731,Andi Rahma,30,450000
10732,Mega Kusuma,15,225000
10733,Hadi Utami,20,300000
10734,Hadi Rahma,20,300000
10735,Mega Utami,10,150000
10736,Andi Utami,30,450000
10737,Budi Mulyani,30,450000
10738,Siti Setiawan,25,375000
10739,Ahmad Utami,25,375000
10740,Eko Setiawan,10,150000
10741,Budi Santoso,30,450000
10742,Mega Lestari,30,450000
10743,Dewi Kusuma,30,450000
10744,Hadi Prasetyo,20,300000
10745,Rini Rahma,15,225000
10746,Budi Wijaya,10,150000
10747,Andi Santoso,10,150000
10748,Mega Rahma,10,150000
10749,Sri Setiawan,20,300000
10750,Sri Lestari,30,450000
10751,Ahmad Mulyani,10,150000
10752,Siti Prasetyo,10,150000
10753,Mega Rahma,10,150000
10754,Ahmad Mulyani,10,150000
10755,Rini Rahma,25,375000
10756,Andi Dani,30,450000
10757,Hadi Dani,15,225000
10758,Andi Lestari,15,225000
10759,Budi Mulyani,30,450000
10760,Dewi Setiawan,10,150000
10761,Sri Wijaya,15,225000
10762,Andi Utami,20,300000
10763,Sri Rahma,30,450000
10764,Hadi Kusuma,10,150000
10765,Mega Wijaya,25,375000
10766,Andi Mulyani,10,150000
10767,Rini Wijaya,15,225000
10768,Budi Dani,20,300000
10769,Ahmad Kusuma,10,150000
10770,Dewi Rahma,25,375000
10771,Budi Rahma,15,225000
10772,Sri Rahma,30,450000
10773,Dewi Utami,20,300000
10774,Hadi Wijaya,20,300000
10775,Rini Prasetyo,25,375000
10776,Dewi Setiawan,25,375000
10777,Rini Santoso,25,375000
10778,Ahmad Lestari,10,150000
10779,Rini Rahma,15,225000
10780,Budi Santoso,25,375000
10781,Budi Dani,30,450000
10782,Hadi Santoso,20,300000
10783,Mega Dani,20,300000
10784,Sri Mulyani,15,225000
10785,Andi Wijaya,15,225000
10786,Mega Wijaya,10,150000
10787,Budi Setiawan,15,225000
10788,Hadi Santoso,25,375000
10789,Sri Kusuma,15,225000
10790,Andi Kusuma,30,450000
10791,Ahmad Wijaya,30,450000
10792,Ahmad Prasetyo,30,450000
10793,Budi Rahma,10,150000
10794,Eko Wijaya,25,375000
10795,Andi Rahma,10,150000
10796,Rini Dani,20,300000
10797,Rini Dani,30,450000
10798,Budi Setiawan,25,375000
10799,Sri Mulyani,15,225000
10800,Hadi Rahma,20,300000
10801,Dewi Lestari,20,300000
10802,Mega Prasetyo,20,300000
10803,Andi Setiawan,10,150000
10804,Eko Utami,20,300000
10805,Ahmad Setiawan,30,450000
10806,Mega Lestari,20,300000
10807,Rini Kusuma,10,150000
10808,Eko Prasetyo,30,450000
10809,Budi Mulyani,25,375000
10810,Budi Mulyani,30,450000
10811,Siti Utami,20,300000
10812,Andi Santoso,20,300000
10813,Mega Setiawan,30,450000
10814,Andi Santoso,25,375000
10815,Andi Rahma,25,375000
10816,Mega Wijaya,20,300000
10817,Andi Mulyani,10,150000
10818,Sri Utami,30,450000
10819,Rini Rahma,25,375000
10820,Andi Utami,30,450000
10821,Mega Wijaya,30,450000
10822,Rini Mulyani,20,300000
10823,Budi Mulyani,15,225000
10824,Eko Santoso,25,375000
10825,Rini Setiawan,25,375000
10826,Rini Utami,25,375000
10827,Siti Wijaya,30,450000
10828,Ahmad Lestari,25,375000
10829,Ahmad Utami,30,450000
10830,Sri Prasetyo,20,300000
10831,Rini Mulyani,20,300000
10832,Eko Kusuma,15,225000
10833,Mega Santoso,15,225000
10834,Mega Kusuma,15,225000
10835,Hadi Santoso,10,150000
10836,Dewi Utami,10,150000
10837,Eko Santoso,25,375000
10838,Budi Lestari,25,375000
10839,Rini Wijaya,25,375000
10840,Dewi Rahma,30,450000
10841,Ahmad Setiawan,25,375000
10842,Andi Lestari,10,150000
10843,Ahmad Kusuma,10,150000
10844,Eko Mulyani,30,450000
10845,Siti Prasetyo,15,225000
10846,Rini Setiawan,20,300000
10847,Ahmad Lestari,10,150000
10848,Mega Dani,15,225000
10849,Ahmad Utami,25,375000
10850,Dewi Dani,25,375000
10851,Rini Santoso,10,150000
10852,Hadi Kusuma,30,450000
10853,Dewi Wijaya,20,300000
10854,Hadi Mulyani,20,300000
10855,Hadi Dani,25,375000
10856,Ahmad Prasetyo,10,150000
10857,Andi Dani,30,450000
10858,Rini Dani,25,375000
10859,Eko Rahma,10,150000
10860,Mega Setiawan,25,375000
10861,Budi Rahma,20,300000
10862,Eko Mulyani,20,300000
10863,Siti Mulyani,25,375000
10864,Hadi Setiawan,15,225000
10865,Rini Rahma,10,150000
10866,Mega Kusuma,10,150000
10867,Rini Santoso,25,375000
10868,Siti Kusuma,30,450000
10869,Mega Mulyani,30,450000
10870,Dewi Wijaya,25,375000
10871,Andi Wijaya,30,450000
10872,Mega Prasetyo,15,225000
10873,Siti Lestari,15,225000
10874,Siti Wijaya,25,375000
10875,Dewi Dani,30,450000
10876,Ahmad Santoso,15,225000
10877,Ahmad Lestari,15,225000
10878,Andi Lestari,25,375000
10879,Dewi Lestari,20,300000
10880,Budi Utami,15,225000
10881,Ahmad Mulyani,15,225000
10882,Eko Santoso,30,450000
10883,Siti Setiawan,25,375000
10884,Sri Rahma,20,300000
10885,Hadi Mulyani,25,375000
10886,Andi Kusuma,10,150000
10887,Eko Prasetyo,15,225000
10888,Rini Santoso,20,300000
10889,Mega Setiawan,25,375000
10890,Hadi Rahma,15,225000
10891,Andi Lestari,10,150000
10892,Andi Mulyani,30,450000
10893,Budi Utami,10,150000
10894,Sri Santoso,15,225000
10895,Budi Rahma,30,450000
10896,Hadi Prasetyo,25,375000
10897,Dewi Utami,15,225000
10898,Sri Utami,30,450000
10899,Dewi Dani,15,225000
10900,Dewi Dani,15,225000
10901,Sri Kusuma,30,450000
10902,Eko Mulyani,30,450000
10903,Mega Lestari,20,300000
10904,Sri Setiawan,30,450000
10905,Budi Rahma,15,225000
10906,Andi Utami,25,375000
10907,Ahmad Setiawan,15,225000
10908,Mega Wijaya,10,150000
10909,Budi Dani,20,300000
10910,Budi Wijaya,25,375000
10911,Andi Santoso,30,450000
10912,Hadi Santoso,20,300000
10913,Mega Setiawan,10,150000
10914,Hadi Rahma,15,225000
10915,Dewi Lestari,10,150000
10916,Rini Dani,20,300000
10917,Eko Setiawan,15,225000
10918,Mega Mulyani,10,150000
10919,Siti Santoso,15,225000
10920,Budi Rahma,15,225000
10921,Rini Utami,20,300000
10922,Mega Santoso,25,375000
10923,Hadi Mulyani,15,225000
10924,Hadi Kusuma,25,375000
10925,Hadi Utami,25,375000
10926,Hadi Wijaya,15,225000
10927,Siti Wijaya,30,450000
10928,Siti Utami,30,450000
10929,Hadi Kusuma,15,225000
10930,Dewi Mulyani,20,300000
10931,Siti Wijaya,30,450000
10932,Rini Utami,25,375000
10933,Budi Wijaya,20,300000
10934,Budi Prasetyo,15,225000
10935,Andi Mulyani,15,225000
10936,Rini Setiawan,10,150000
10937,Budi Mulyani,25,375000
10938,Eko Lestari,30,450000
10939,Eko Kusuma,30,450000
10940,Hadi Mulyani,20,300000
10941,Hadi Rahma,15,225000
10942,Budi Mulyani,25,375000
10943,Ahmad Prasetyo,25,375000
10944,Budi Prasetyo,20,300000
10945,Dewi Mulyani,10,150000
10946,Ahmad Dani,10,150000
10947,Mega Utami,15,225000
10948,Dewi Lestari,25,375000
10949,Dewi Mulyani,25,375000
10950,Budi Rahma,10,150000
10951,Budi Setiawan,30,450000
10952,Dewi Lestari,30,450000
10953,Ahmad Kusuma,20,300000
10954,Rini Prasetyo,25,375000
10955,Eko Setiawan,10,150000
10956,Hadi Wijaya,20,300000
10957,Budi Utami,25,375000
10958,Siti Prasetyo,20,300000
10959,Andi Kusuma,30,450000
10960,Dewi Lestari,10,150000
10961,Hadi Utami,10,150000
10962,Mega Setiawan,30,450000
10963,Sri Prasetyo,20,300000
10964,Dewi Dani,10,150000
10965,Andi Rahma,10,150000
10966,Ahmad Dani,15,225000
10967,Budi Prasetyo,10,150000
10968,Siti Prasetyo,20,300000
10969,Siti Wijaya,15,225000
10970,Hadi Prasetyo,30,450000
10971,Eko Lestari,15,225000
10972,Dewi Dani,25,375000
10973,Siti Mulyani,10,150000
10974,Rini Rahma,20,300000
10975,Sri Santoso,10,150000
10976,Hadi Rahma,25,375000
10977,Budi Santoso,15,225000
10978,Ahmad Kusuma,20,300000
10979,Dewi Santoso,15,225000
10980,Mega Lestari,10,150000
10981,Dewi Kusuma,20,300000
10982,Mega Kusuma,10,150000
10983,Andi Rahma,30,450000
10984,Andi Setiawan,10,150000
10985,Sri Utami,25,375000
10986,Sri Kusuma,10,150000
10987,Siti Kusuma,10,150000
10988,Eko Santoso,10,150000
10989,Hadi Rahma,10,150000
10990,Andi Rahma,25,375000
10991,Hadi Rahma,15,225000
10992,Budi Santoso,15,225000
10993,Hadi Dani,10,150000
10994,Siti Setiawan,15,225000
10995,Andi Setiawan,30,450000
10996,Budi Dani,20,300000
10997,Andi Setiawan,20,300000
10998,Sri Kusuma,10,150000
10999,Siti Utami,15,225000
11000,Eko Setiawan,30,450000
11001,Rini Prasetyo,30,450000
11002,Mega Wijaya,30,450000
11003,Eko Utami,15,225000
11004,Rini Mulyani,20,300000
11005,Budi Kusuma,20,300000
11006,Hadi Utami,10,150000
11007,Budi Rahma,25,375000
11008,Sri Lestari,10,150000
11009,Andi Prasetyo,30,450000
11010,Dewi Utami,25,375000
11011,Andi Mulyani,25,375000
11012,Dewi Santoso,30,450000
11013,Eko Rahma,10,150000
11014,Budi Dani,25,375000
11015,Dewi Wijaya,25,375000
11016,Budi Setiawan,30,450000
11017,Ahmad Santoso,25,375000
11018,Budi Prasetyo,25,375000
11019,Andi Wijaya,30,450000
11020,Budi Setiawan,20,300000
11021,Budi Rahma,15,225000
11022,Sri Prasetyo,30,450000
11023,Sri Rahma,20,300000
11024,Ahmad Kusuma,30,450000
11025,Ahmad Prasetyo,15,225000
11026,Siti Lestari,10,150000
11027,Rini Santoso,20,300000
11028,Ahmad Utami,25,375000
11029,Siti Dani,30,450000
11030,Eko Wijaya,10,150000
11031,Andi Rahma,30,450000
11032,Dewi Dani,30,450000
11033,Eko Mulyani,10,150000
11034,Budi Prasetyo,25,375000
11035,Rini Wijaya,15,225000
11036,Ahmad Santoso,20,300000
11037,Siti Setiawan,25,375000
11038,Rini Santoso,10,150000
11039,Ahmad Prasetyo,10,150000
11040,Rini Wijaya,10,150000
11041,Eko Mulyani,20,300000
11042,Rini Wijaya,20,300000
11043,Siti Dani,20,300000
11044,Andi Santoso,15,225000
11045,Hadi Dani,10,150000
11046,Sri Prasetyo,10,150000
11047,Dewi Lestari,10,150000
11048,Dewi Setiawan,25,375000
11049,Ahmad Setiawan,20,300000
11050,Mega Santoso,25,375000
11051,Ahmad Wijaya,20,300000
11052,Hadi Wijaya,20,300000
11053,Andi Kusuma,15,225000
11054,Hadi Utami,20,300000
11055,Sri Mulyani,15,225000
11056,Eko Prasetyo,30,450000
11057,Budi Mulyani,25,375000
11058,Sri Santoso,15,225000
11059,Ahmad Dani,20,300000
11060,Ahmad Wijaya,10,150000
11061,Hadi Dani,25,375000
11062,Mega Utami,10,150000
11063,Ahmad Prasetyo,20,300000
11064,Budi Rahma,20,300000
11065,Hadi Santoso,30,450000
11066,Andi Kusuma,30,450000
11067,Mega Dani,20,300000
11068,Mega Setiawan,15,225000
11069,Eko Dani,25,375000
11070,Dewi Utami,10,150000
11071,Mega Kusuma,20,300000
11072,Hadi Wijaya,20,300000
11073,Ahmad Wijaya,10,150000
11074,Ahmad Mulyani,30,450000
11075,Rini Wijaya,25,375000
11076,Budi Prasetyo,15,225000
11077,Siti Kusuma,25,375000
11078,Rini Setiawan,20,300000
11079,Budi Kusuma,20,300000
11080,Siti Setiawan,15,225000
11081,Sri Rahma,20,300000
11082,Budi Setiawan,20,300000
11083,Eko Utami,15,225000
11084,Eko Wijaya,25,375000
11085,Eko Lestari,30,450000
11086,Budi Santoso,25,375000
11087,Andi Setiawan,20,300000
11088,Dewi Dani,10,150000
11089,Dewi Kusuma,20,300000
11090,Siti Lestari,10,150000
11091,Eko Dani,25,375000
11092,Mega Mulyani,10,150000
11093,Dewi Dani,25,375000
11094,Andi Rahma,10,150000
11095,Siti Dani,10,150000
11096,Sri Wijaya,30,450000
11097,Mega Mulyani,30,450000
11098,Siti Santoso,30,450000
11099,Sri Prasetyo,25,375000
11100,Rini Kusuma,10,150000
11101,Siti Mulyani,20,300000
11102,Siti Rahma,15,225000
11103,Sri Dani,25,375000
11104,Ahmad Prasetyo,30,450000
